utr_number,deposit_amount,deposit_date,description,bank_ref
UTRZNM74D7O,15835.35,2026-08-25,RAZORPAY SETTLEMENT setl_426,REF_SDHRUTDC
UTR8K7XJGBQ,14974.01,2026-08-24,RAZORPAY SETTLEMENT setl_427,REF_FQSBEQSO
UTRLZR7CBWR,15604.16,2026-08-24,RAZORPAY SETTLEMENT setl_428,REF_G3UZ2B6B
UTRUE5BX2VP,7624.59,2026-08-25,RAZORPAY SETTLEMENT setl_429 PART1,REF_ZPXS7OR9
UTRWQCRLHSH,5083.06,2026-08-26,RAZORPAY SETTLEMENT setl_429 PART2,REF_KQ9HCBYO
UTRA3GREQ44,10230.29,2026-08-25,RAZORPAY SETTLEMENT setl_430,REF_1B0G6Z1D
UTR0KPKBSGM,7985.72,2026-08-25,RAZORPAY SETTLEMENT setl_431,REF_7VM07QTE
UTR9FR9ZQV2,6946.35,2026-08-24,RAZORPAY SETTLEMENT setl_432,REF_3PP9J5WP
UTRJOH09PWO,10046.9,2026-08-24,RAZORPAY SETTLEMENT setl_433,REF_5U5HDRIA
UTRHOIVXJHR,10460.0,2026-08-24,RAZORPAY SETTLEMENT setl_434,REF_PN4VQGWL
UTRY79LOZNK,7533.09,2026-08-25,RAZORPAY SETTLEMENT setl_435 PART1,REF_DC6BMKJR
UTRL01S5IPT,5022.06,2026-08-26,RAZORPAY SETTLEMENT setl_435 PART2,REF_KG3ETEOJ
UTRI63G9DJP,13508.65,2026-08-24,RAZORPAY SETTLEMENT setl_436,REF_ZCBXFYF1
UTRBJVE8YFY,9075.39,2026-08-25,RAZORPAY SETTLEMENT setl_437,REF_EJT53XEB
UTR9WI8FY8H,7557.95,2026-08-24,RAZORPAY SETTLEMENT setl_438,REF_S984S939
UTRCYK4U9HO,10518.78,2026-08-25,RAZORPAY SETTLEMENT setl_439,REF_FA3SX19L
UTRN6FJ4WP1,11856.0,2026-08-25,RAZORPAY SETTLEMENT setl_440,REF_04NV3EW2
UTRTAALKFB1,8915.64,2026-08-24,RAZORPAY SETTLEMENT setl_441,REF_WX5ZA7MF
UTRCMOM6OM4,14626.7,2026-08-25,RAZORPAY SETTLEMENT setl_442,REF_12HQ396I
UTRM5N0B05C,14923.75,2026-08-24,RAZORPAY SETTLEMENT setl_443,REF_TMDPVLYI
UTRZWK3ZZ5K,9833.87,2026-08-24,RAZORPAY SETTLEMENT setl_444,REF_SBX6YHF6
UTR05XVKJ4G,13668.41,2026-08-25,RAZORPAY SETTLEMENT setl_445,REF_E1MYKAMC
UTRZ898KOBP,13207.1,2026-08-24,RAZORPAY SETTLEMENT setl_446,REF_5ZM1DZ5D
UTRX5UQK2AU,9015.96,2026-08-24,RAZORPAY SETTLEMENT setl_447 PART1,REF_5NZYK4B2
UTRG6WJRXWO,6010.64,2026-08-25,RAZORPAY SETTLEMENT setl_447 PART2,REF_EM92SJHM
UTR0ZJGIC4D,9555.57,2026-08-25,RAZORPAY SETTLEMENT setl_448,REF_9JGK38HL
UTR5JJCMAR6,8325.64,2026-08-25,RAZORPAY SETTLEMENT setl_449,REF_496H3I3N
UTRV73AHPZG,10354.5,2026-08-25,RAZORPAY SETTLEMENT setl_450,REF_1HP4X4A4
UTRMCDY91WJ,9333.66,2026-08-24,RAZORPAY SETTLEMENT setl_451,REF_5XB9DN8R
UTRU3E7PC3O,12704.08,2026-08-25,RAZORPAY SETTLEMENT setl_452,REF_4APCLVH4
UTRGGE7DNE1,5994.04,2026-08-25,RAZORPAY SETTLEMENT setl_453 PART1,REF_MK4QCTQA
UTR9X1VBMQD,3996.03,2026-08-26,RAZORPAY SETTLEMENT setl_453 PART2,REF_F05AY111
UTR6AKEPFTX,13098.96,2026-08-25,RAZORPAY SETTLEMENT setl_454,REF_6LPGS2E3
UTRUT67F9WU,9581.09,2026-08-25,RAZORPAY SETTLEMENT setl_455,REF_54BKT3YM
UTRAH000LCY,6650.3,2026-08-25,RAZORPAY SETTLEMENT setl_456 PART1,REF_RGI1AZZB
UTRQDSTWW2O,4433.54,2026-08-26,RAZORPAY SETTLEMENT setl_456 PART2,REF_JXQVY1TA
UTR72D92EJE,9557.45,2026-08-25,RAZORPAY SETTLEMENT setl_457,REF_GX8RERNO
UTRAS4D4IR4,7185.66,2026-08-24,RAZORPAY SETTLEMENT setl_458,REF_EGKQE2EZ
UTRZPM022AK,14098.54,2026-08-25,RAZORPAY SETTLEMENT setl_459,REF_X595P9MI
UTRX9HIP8HM,11695.33,2026-08-25,RAZORPAY SETTLEMENT setl_460,REF_6LP4AIWF
UTRZYJT124D,9982.03,2026-08-25,RAZORPAY SETTLEMENT setl_461 PART1,REF_M875I6IC
UTRBE0RBHBA,6654.69,2026-08-26,RAZORPAY SETTLEMENT setl_461 PART2,REF_5EBRJFBT
UTRA4ZXE45D,11714.49,2026-08-24,RAZORPAY SETTLEMENT setl_462,REF_B0PBSA64
UTRM1BD7NGE,6940.89,2026-08-24,RAZORPAY SETTLEMENT setl_463,REF_ZK2OXQKO
UTR11CMJ1ME,8715.36,2026-08-25,RAZORPAY SETTLEMENT setl_464,REF_HKM149AS
UTRAHJWI06S,12401.56,2026-08-25,RAZORPAY SETTLEMENT setl_465,REF_01C2XCPV
UTRK2SEZI8F,9369.36,2026-08-25,RAZORPAY SETTLEMENT setl_466,REF_8SJOUEEC
UTRO25A0S2K,6415.01,2026-08-24,RAZORPAY SETTLEMENT setl_467 PART1,REF_62EI4O3E
UTRMJ9CUADG,4276.67,2026-08-25,RAZORPAY SETTLEMENT setl_467 PART2,REF_9TMWBVS7
UTREZKNZ308,10833.69,2026-08-25,RAZORPAY SETTLEMENT setl_468,REF_0UGO78Y4
UTRKUI95ZC7,12283.23,2026-08-25,RAZORPAY SETTLEMENT setl_469,REF_F46UOMI9
UTR99EVDSU1,7169.38,2026-08-24,RAZORPAY SETTLEMENT setl_470 PART1,REF_9PA8PJ7K
UTRW6XXIC8P,4779.59,2026-08-25,RAZORPAY SETTLEMENT setl_470 PART2,REF_5STBYGPE
UTR93ZU3UHH,9343.39,2026-08-25,RAZORPAY SETTLEMENT setl_471,REF_FGUCWU0F
UTRJSRD7XSM,7586.93,2026-08-24,RAZORPAY SETTLEMENT setl_472,REF_9CO27K66
UTRQDTECF0G,8902.24,2026-08-26,RAZORPAY SETTLEMENT setl_473,REF_E3MJHFKK
UTR7BS2OPQI,11188.55,2026-08-26,RAZORPAY SETTLEMENT setl_474,REF_E0PAOK4A
UTR4D2SPER4,10859.82,2026-08-26,RAZORPAY SETTLEMENT setl_475,REF_K070H98Y
UTRJZ29M154,12570.7,2026-08-25,RAZORPAY SETTLEMENT setl_476,REF_DZM8D35R
UTR9FANL0YO,5105.96,2026-08-26,RAZORPAY SETTLEMENT setl_477 PART1,REF_LRD3XV1O
UTRUIIOCYC9,3403.98,2026-08-27,RAZORPAY SETTLEMENT setl_477 PART2,REF_WWKKPFFW
UTRP7G76U5T,9591.89,2026-08-25,RAZORPAY SETTLEMENT setl_478,REF_VVZWMCOV
UTROQJES3IK,9167.57,2026-08-25,RAZORPAY SETTLEMENT setl_479,REF_71ESFPNY
UTRZN6427H7,11626.07,2026-08-26,RAZORPAY SETTLEMENT setl_480,REF_ZIYWGH10
UTRXWBWNJPL,5318.22,2026-08-26,RAZORPAY SETTLEMENT setl_481,REF_UD3K7EPE
UTRZGEO0R4O,15587.74,2026-08-26,RAZORPAY SETTLEMENT setl_482,REF_E9PLH3P7
UTRF334CDAH,14064.06,2026-08-26,RAZORPAY SETTLEMENT setl_483,REF_J11ROSUT
UTRUGHDUPAK,4968.64,2026-08-25,RAZORPAY SETTLEMENT setl_484 PART1,REF_M59LEI56
UTR3HJ1ZP2Y,3312.43,2026-08-26,RAZORPAY SETTLEMENT setl_484 PART2,REF_VEKYDWJ1
UTR9E66TKVV,14012.23,2026-08-26,RAZORPAY SETTLEMENT setl_485,REF_ECKFKPJ6
UTRQ7QK6E1C,5402.3,2026-08-25,RAZORPAY SETTLEMENT setl_486,REF_4X6V3XRW
UTRYLUA1GIU,11848.2,2026-08-26,RAZORPAY SETTLEMENT setl_487,REF_Z5OLCEFI
UTRSVQ2T6Q7,13394.45,2026-08-25,RAZORPAY SETTLEMENT setl_488,REF_KKYHC915
UTRN3LKGE9P,13913.12,2026-08-25,RAZORPAY SETTLEMENT setl_489,REF_IVICD0KV
UTRV7MM9VBK,8441.06,2026-08-26,RAZORPAY SETTLEMENT setl_490,REF_0SAR6AGG
UTROR8J0EX1,6527.59,2026-08-25,RAZORPAY SETTLEMENT setl_491 PART1,REF_XCL5NSSU
UTR4LB1M0PP,4351.72,2026-08-26,RAZORPAY SETTLEMENT setl_491 PART2,REF_O6QQ6YTX
UTR9WOY3AMW,14801.02,2026-08-25,RAZORPAY SETTLEMENT setl_492,REF_YJ1JMQXU
UTR0GLI6EK5,11345.7,2026-08-25,RAZORPAY SETTLEMENT setl_493,REF_PXOBZMRT
UTRSXMV77TS,8303.08,2026-08-26,RAZORPAY SETTLEMENT setl_494,REF_JM4SQGFF
UTRRAHWBCOF,6639.28,2026-08-25,RAZORPAY SETTLEMENT setl_495 PART1,REF_EMHLB7JW
UTRUWKKF4EL,4426.18,2026-08-26,RAZORPAY SETTLEMENT setl_495 PART2,REF_S11PLA3T
UTRBKFETVAN,11487.78,2026-08-25,RAZORPAY SETTLEMENT setl_496,REF_6GT4TDH6
UTRO3SQZ7ZU,10117.81,2026-08-26,RAZORPAY SETTLEMENT setl_497,REF_4NVAWBRW
UTRAMBERSC8,11051.34,2026-08-26,RAZORPAY SETTLEMENT setl_498,REF_UJ11BLKB
UTRP2ANX2GS,12225.74,2026-08-26,RAZORPAY SETTLEMENT setl_499,REF_IZDAQRF9
UTRXGVVZQ6I,19294.97,2026-08-25,RAZORPAY SETTLEMENT setl_500,REF_MEUQJHUK
UTREA22IG0V,12874.62,2026-08-26,RAZORPAY SETTLEMENT setl_501,REF_9I1KX0A0
UTR7SNJFAC8,11486.14,2026-08-25,RAZORPAY SETTLEMENT setl_502,REF_YDOP4AJM
UTR9IFHJ2VT,10030.92,2026-08-26,RAZORPAY SETTLEMENT setl_503,REF_Q9RKMSII
UTRA6TR2Q5E,5897.2,2026-08-26,RAZORPAY SETTLEMENT setl_504 PART1,REF_E2JB6K5K
UTRY7QRB9PN,3931.47,2026-08-27,RAZORPAY SETTLEMENT setl_504 PART2,REF_N2KITS7V
UTRXABODZCK,12148.85,2026-08-25,RAZORPAY SETTLEMENT setl_505,REF_ESM9AS54
UTR1ZS86BCB,11746.08,2026-08-25,RAZORPAY SETTLEMENT setl_506,REF_3UUIE7LH
UTRABZYBKHP,15184.81,2026-08-26,RAZORPAY SETTLEMENT setl_507,REF_HZ35EE7A
UTRJ4VTGH4G,12290.76,2026-08-26,RAZORPAY SETTLEMENT setl_508,REF_7Q9RXNQK
UTR9PJSE9QH,12065.27,2026-08-25,RAZORPAY SETTLEMENT setl_509,REF_195JF8LX
UTR7CKISSVV,10829.44,2026-08-26,RAZORPAY SETTLEMENT setl_510,REF_JW30IIQ6
UTRJ8P6Q9MC,5664.79,2026-08-26,RAZORPAY SETTLEMENT setl_511 PART1,REF_63DTJ4XV
UTRFPWW237K,3776.53,2026-08-27,RAZORPAY SETTLEMENT setl_511 PART2,REF_OZCZ0M34
UTRE75S817M,8566.66,2026-08-26,RAZORPAY SETTLEMENT setl_512,REF_PF03UUE8
UTRI84NWNUZ,8162.03,2026-08-26,RAZORPAY SETTLEMENT setl_513,REF_IJEW18OI
UTRCUXT6NXW,12110.07,2026-08-25,RAZORPAY SETTLEMENT setl_514,REF_WL9O7CZN
UTR6MKSUL4F,6776.47,2026-08-26,RAZORPAY SETTLEMENT setl_515,REF_H8T9L3BK
UTRUPCAXP8A,12570.95,2026-08-26,RAZORPAY SETTLEMENT setl_516,REF_CHDHZNR5
UTRNRABI9WU,11636.03,2026-08-26,RAZORPAY SETTLEMENT setl_517,REF_9S3LJPEO
UTRAAK3T906,4720.51,2026-08-25,RAZORPAY SETTLEMENT setl_518 PART1,REF_MT76WDFF
UTR3QIOEVQ3,3147.01,2026-08-26,RAZORPAY SETTLEMENT setl_518 PART2,REF_7Z34EV70
UTR1GGUCV1F,7782.24,2026-08-25,RAZORPAY SETTLEMENT setl_519,REF_DDYGWTDK
UTRI2KHIFVW,9836.34,2026-08-25,RAZORPAY SETTLEMENT setl_520,REF_HNK5OUJZ
UTRPKJ48412,7740.39,2026-08-26,RAZORPAY SETTLEMENT setl_521,REF_XPPGFEE8
UTRYWKQCPWP,12870.92,2026-08-26,RAZORPAY SETTLEMENT setl_522,REF_33CNJZBP
UTR6XSMWD0X,8313.13,2026-08-25,RAZORPAY SETTLEMENT setl_523,REF_FGYH44TZ
UTR20OH4JON,16611.74,2026-08-25,RAZORPAY SETTLEMENT setl_524,REF_SFPU1ALS
UTR0W38XOWC,13169.07,2026-08-26,RAZORPAY SETTLEMENT setl_525,REF_L92AY3B3
UTR38UWLQZA,7093.7,2026-08-26,RAZORPAY SETTLEMENT setl_526,REF_OX0SR20O
UTRK1BU1ESI,5697.49,2026-08-25,RAZORPAY SETTLEMENT setl_527 PART1,REF_SZTFW1QQ
UTR6UGERPY4,3798.32,2026-08-26,RAZORPAY SETTLEMENT setl_527 PART2,REF_749YQF2A
UTRTHFUGUKA,14596.88,2026-08-26,RAZORPAY SETTLEMENT setl_528,REF_BAA2CQVA
UTRCZ41Q7MB,10646.46,2026-08-26,RAZORPAY SETTLEMENT setl_529,REF_7RVQGFV6
UTRFIG0ZIJT,8833.65,2026-08-26,RAZORPAY SETTLEMENT setl_530,REF_0PNRC8FA
UTRQ3PT7QYW,11121.36,2026-08-26,RAZORPAY SETTLEMENT setl_531,REF_HG24BOT5
UTRSBJC4R5J,14359.47,2026-08-26,RAZORPAY SETTLEMENT setl_532,REF_TSFRJF23
UTRBNKUUL6L,15142.69,2026-08-25,RAZORPAY SETTLEMENT setl_533,REF_MSB5XEWN
UTR98FGJBPC,13277.79,2026-08-26,RAZORPAY SETTLEMENT setl_534,REF_8S382O16
UTRKJTIZD0U,5433.04,2026-08-26,RAZORPAY SETTLEMENT setl_535,REF_6APAPL3T
UTRODXRGWKW,7422.66,2026-08-25,RAZORPAY SETTLEMENT setl_536 PART1,REF_5OG37QIB
UTRIXINKAZS,4948.44,2026-08-26,RAZORPAY SETTLEMENT setl_536 PART2,REF_YFW4CQVH
UTRN9RLWBMD,11869.82,2026-08-26,RAZORPAY SETTLEMENT setl_537,REF_R5GMSHOF
UTRO684H9KZ,13325.6,2026-08-25,RAZORPAY SETTLEMENT setl_538,REF_11FUAM8B
UTRGD4RHKQL,10899.81,2026-08-26,RAZORPAY SETTLEMENT setl_539,REF_VLLF9FCO
UTRAFEAYNUG,20179.97,2026-08-26,RAZORPAY SETTLEMENT setl_540,REF_3IZ56G6M
UTREGBOEDDA,7008.29,2026-08-25,RAZORPAY SETTLEMENT setl_541 PART1,REF_9HST37GH
UTRP1HKDYCE,4672.19,2026-08-26,RAZORPAY SETTLEMENT setl_541 PART2,REF_8OGL4BDA
UTRQCKC7J6M,21178.72,2026-08-26,RAZORPAY SETTLEMENT setl_542,REF_DDGYTWR7
UTRELTNUK65,14172.61,2026-08-26,RAZORPAY SETTLEMENT setl_543,REF_0XZE3XLW
UTRSXSAKBFB,13196.6,2026-08-26,RAZORPAY SETTLEMENT setl_544,REF_NHBUCAIY
UTRKSB5KGTG,5840.83,2026-08-25,RAZORPAY SETTLEMENT setl_545,REF_F1NNY79L
UTRP5SKR8DI,5953.94,2026-08-26,RAZORPAY SETTLEMENT setl_546 PART1,REF_BVAZXGED
UTRO0ZKY5UN,3969.3,2026-08-27,RAZORPAY SETTLEMENT setl_546 PART2,REF_7UDCVD8A
UTR26UZH25R,13401.31,2026-08-26,RAZORPAY SETTLEMENT setl_547,REF_L86KP838
UTR2VC1LQ1W,10327.83,2026-08-26,RAZORPAY SETTLEMENT setl_548,REF_QTRZ18OP
UTRFWXEKHKQ,10254.84,2026-08-25,RAZORPAY SETTLEMENT setl_549,REF_U0QI7N2D
UTRFL1ER3J5,11726.77,2026-08-26,RAZORPAY SETTLEMENT setl_550,REF_UCFBY3XB
UTRV37Q4I21,12159.44,2026-08-26,RAZORPAY SETTLEMENT setl_551,REF_6OZGNNXZ
UTR6EGOYIMO,13224.74,2026-08-26,RAZORPAY SETTLEMENT setl_552,REF_SRPIPXOZ
UTRKX96WXB2,14579.38,2026-08-25,RAZORPAY SETTLEMENT setl_553,REF_UZX82ZTG
UTRTDXEQGIR,6029.54,2026-08-26,RAZORPAY SETTLEMENT setl_554 PART1,REF_UBWVT1IF
UTR2TJB9HQ7,4019.7,2026-08-27,RAZORPAY SETTLEMENT setl_554 PART2,REF_K0P77XLT
UTR2KBI72ZQ,11566.0,2026-08-26,RAZORPAY SETTLEMENT setl_555,REF_1NVI3MTY
UTR2RY24RB8,13634.1,2026-08-26,RAZORPAY SETTLEMENT setl_556,REF_F0KGLQM4
UTRDFCZU81N,14013.88,2026-08-26,RAZORPAY SETTLEMENT setl_557,REF_5MDJKBBD
UTRRVW9FE62,8786.16,2026-08-25,RAZORPAY SETTLEMENT setl_558,REF_HY4SMKW8
UTRMT23YGB0,9722.03,2026-08-25,RAZORPAY SETTLEMENT setl_559 PART1,REF_210AK9KF
UTRGX2DQZBD,6481.36,2026-08-26,RAZORPAY SETTLEMENT setl_559 PART2,REF_FW0N1TG3
UTRWQHQWH97,8534.15,2026-08-26,RAZORPAY SETTLEMENT setl_560,REF_DBU49BFH
UTRJPE8EOIM,10347.19,2026-08-25,RAZORPAY SETTLEMENT setl_561,REF_E1I3SA8O
UTRRP5E4H06,9216.72,2026-08-25,RAZORPAY SETTLEMENT setl_562,REF_9FB0AQT8
UTRS4CUQG9P,14071.4,2026-08-26,RAZORPAY SETTLEMENT setl_563,REF_GVT1E34G
UTRBO7BQETI,6842.09,2026-08-26,RAZORPAY SETTLEMENT setl_564 PART1,REF_E2HRBMY7
UTROX9R00JR,4561.4,2026-08-27,RAZORPAY SETTLEMENT setl_564 PART2,REF_M0XWUZK1
UTRO7I0IX8B,9891.96,2026-08-25,RAZORPAY SETTLEMENT setl_565,REF_659BWV0Z
UTR985K7NZV,13258.51,2026-08-26,RAZORPAY SETTLEMENT setl_566,REF_S3LUUWU8
UTRUTC2AVX3,9218.29,2026-08-25,RAZORPAY SETTLEMENT setl_567,REF_X6N3H008
UTRI5OUOTN4,4677.53,2026-08-26,RAZORPAY SETTLEMENT setl_568 PART1,REF_6E3VXV0T
UTRRPV5A2IQ,3118.35,2026-08-27,RAZORPAY SETTLEMENT setl_568 PART2,REF_4K3G4ARN
UTRCK2SBUB2,4677.49,2026-08-26,RAZORPAY SETTLEMENT setl_569,REF_IYXIWWCX
UTR8G15NLA1,11650.96,2026-08-26,RAZORPAY SETTLEMENT setl_570,REF_F9ZKE2OJ
UTRB5UEZBJH,15637.69,2026-08-25,RAZORPAY SETTLEMENT setl_571,REF_RR3XAKX5
UTR7X8YP1FT,6663.01,2026-08-25,RAZORPAY SETTLEMENT setl_572 PART1,REF_36Y4LF6M
UTR9UA0BB3S,4442.01,2026-08-26,RAZORPAY SETTLEMENT setl_572 PART2,REF_JYKYF1EL
UTR6VJWMPR3,11638.05,2026-08-25,RAZORPAY SETTLEMENT setl_573,REF_SKNGYH4I
UTRUE2LKYEB,14077.84,2026-08-25,RAZORPAY SETTLEMENT setl_574,REF_1UNSSWWC
UTR804QJEG8,8205.41,2026-08-26,RAZORPAY SETTLEMENT setl_575,REF_TREQ5JNB
UTR4ZRJU6HH,5894.42,2026-08-26,RAZORPAY SETTLEMENT setl_576,REF_1BSZSCI6
UTRDIOU6UGS,8312.64,2026-08-25,RAZORPAY SETTLEMENT setl_577 PART1,REF_RIUVS8HR
UTR1VDZK83N,5541.76,2026-08-26,RAZORPAY SETTLEMENT setl_577 PART2,REF_V6K5CX4E
UTR1NZAGI8F,13640.07,2026-08-25,RAZORPAY SETTLEMENT setl_578,REF_8G3LGSMA
UTRLVL1XQH7,10885.17,2026-08-25,RAZORPAY SETTLEMENT setl_579,REF_DOU030ZH
UTRLPA1HVT1,15233.03,2026-08-25,RAZORPAY SETTLEMENT setl_580,REF_EH237M3M
UTRBVGJWE7O,5966.86,2026-08-25,RAZORPAY SETTLEMENT setl_581 PART1,REF_IRTSA4TF
UTRBDZNGZMM,3977.9,2026-08-26,RAZORPAY SETTLEMENT setl_581 PART2,REF_1Z575A74
UTR7NX1QSN9,9469.89,2026-08-26,RAZORPAY SETTLEMENT setl_582,REF_MC1W97D1
UTRG2VBLG4V,9677.92,2026-08-26,RAZORPAY SETTLEMENT setl_583,REF_O5RPTP8A
UTREP5BNE9N,11679.44,2026-08-25,RAZORPAY SETTLEMENT setl_584,REF_ADQ655CV
UTRB9QQ1S5C,19689.36,2026-08-26,RAZORPAY SETTLEMENT setl_585,REF_EAYMSL5J
UTRI1C9AAHM,13365.1,2026-08-26,RAZORPAY SETTLEMENT setl_586,REF_DDOMNZPM
UTRVQR3VS75,8819.26,2026-08-25,RAZORPAY SETTLEMENT setl_587 PART1,REF_IA8OFBUR
UTR6GBK2LFA,5879.5,2026-08-26,RAZORPAY SETTLEMENT setl_587 PART2,REF_ZHA8YU2Z
UTRH014HF4T,11075.3,2026-08-25,RAZORPAY SETTLEMENT setl_588,REF_S2D3P6MZ
UTRAWYF6NGY,9439.18,2026-08-26,RAZORPAY SETTLEMENT setl_589,REF_JRU0WOY5
UTRWGGRH6DR,18554.87,2026-08-25,RAZORPAY SETTLEMENT setl_590,REF_U24O3VH3
UTRIZADH6SO,12383.6,2026-08-26,RAZORPAY SETTLEMENT setl_591,REF_PBLODSFE
UTRTP9SIKSO,8439.08,2026-08-26,RAZORPAY SETTLEMENT setl_592,REF_FOWPXDR6
UTRBWKKFRYB,12323.97,2026-08-25,RAZORPAY SETTLEMENT setl_593,REF_FDOFUTSH
UTR0Q8BVPNC,11518.28,2026-08-26,RAZORPAY SETTLEMENT setl_594,REF_FG7P4C3P
UTRACWQDMYY,14592.49,2026-08-26,RAZORPAY SETTLEMENT setl_595,REF_QG116QQ2
UTRKDH1TNHR,11486.99,2026-08-26,RAZORPAY SETTLEMENT setl_596,REF_4NLEZU6W
UTRVUS3V6VA,11164.94,2026-08-27,RAZORPAY SETTLEMENT setl_597 PART1,REF_EDQAME3G
UTRZ8KEE8QN,7443.3,2026-08-28,RAZORPAY SETTLEMENT setl_597 PART2,REF_QIM3ZTT0
UTR0XSI29S0,8473.27,2026-08-27,RAZORPAY SETTLEMENT setl_598,REF_5GLKI69Z
UTRLVSEB4RL,12787.83,2026-08-26,RAZORPAY SETTLEMENT setl_599,REF_XQ8GKM6D
UTRKOM91O9D,14457.3,2026-08-26,RAZORPAY SETTLEMENT setl_600,REF_GP676UIN
UTRMP0TU5G6,9673.17,2026-08-27,RAZORPAY SETTLEMENT setl_601,REF_3FWI6R6L
UTR1FMKWJX5,10717.24,2026-08-27,RAZORPAY SETTLEMENT setl_602,REF_H69ATH6A
UTRN3CXIQZ3,5253.26,2026-08-27,RAZORPAY SETTLEMENT setl_603 PART1,REF_1O2ZRP77
UTRTK69O4CW,3502.17,2026-08-28,RAZORPAY SETTLEMENT setl_603 PART2,REF_R1H8NTKA
UTRVO03HJHR,22010.51,2026-08-26,RAZORPAY SETTLEMENT setl_604,REF_62RARXY0
UTRDJ4D3Y4D,10853.98,2026-08-26,RAZORPAY SETTLEMENT setl_605,REF_LYLDXIVJ
UTRNXE9AN3R,14526.39,2026-08-26,RAZORPAY SETTLEMENT setl_606,REF_GOU7VQPW
UTRI4OD6R3K,7537.95,2026-08-27,RAZORPAY SETTLEMENT setl_607,REF_WM2BILE0
UTRCY8WP6HW,15615.38,2026-08-26,RAZORPAY SETTLEMENT setl_608,REF_UNO9HDJU
UTR1BP9JSZM,14257.59,2026-08-26,RAZORPAY SETTLEMENT setl_609,REF_T43UCQEH
UTRBU44D0II,8342.95,2026-08-27,RAZORPAY SETTLEMENT setl_610,REF_93UYGEWP
UTRSVVLMJ0I,6593.96,2026-08-27,RAZORPAY SETTLEMENT setl_611,REF_SFXZICUV
UTR54XB96EK,8103.68,2026-08-27,RAZORPAY SETTLEMENT setl_612 PART1,REF_WWCR10N1
UTR7UUG9CPV,5402.45,2026-08-28,RAZORPAY SETTLEMENT setl_612 PART2,REF_LS12EHCA
UTRLH9ZRWJ6,14842.06,2026-08-26,RAZORPAY SETTLEMENT setl_613,REF_6PLSS903
UTRXHQEKAC7,8557.46,2026-08-27,RAZORPAY SETTLEMENT setl_614 PART1,REF_TFSPDLD7
UTR1MME501B,5704.98,2026-08-28,RAZORPAY SETTLEMENT setl_614 PART2,REF_7ULNLXF5
UTRXD7IKVNM,14469.39,2026-08-26,RAZORPAY SETTLEMENT setl_615,REF_9X6E6ASA
UTR9W0KQQOE,9910.31,2026-08-26,RAZORPAY SETTLEMENT setl_616,REF_45NRQXK9
UTRDU7RMXFF,18165.68,2026-08-26,RAZORPAY SETTLEMENT setl_617,REF_TEM6GWA9
UTR3Z6EFI1K,10295.82,2026-08-26,RAZORPAY SETTLEMENT setl_618,REF_T46HNVUG
UTRBNQWWAR7,15453.26,2026-08-26,RAZORPAY SETTLEMENT setl_619,REF_43CMU756
UTRKUVSKWFP,11180.43,2026-08-27,RAZORPAY SETTLEMENT setl_620,REF_CL06V4Y7
UTRBP6ZEYFH,4719.35,2026-08-27,RAZORPAY SETTLEMENT setl_621 PART1,REF_PUVXO39G
UTRKZAI2RRT,3146.24,2026-08-28,RAZORPAY SETTLEMENT setl_621 PART2,REF_7SWFANNC
UTRFTZ879UA,12726.81,2026-08-27,RAZORPAY SETTLEMENT setl_622,REF_QX7CPYLJ
UTRZDVRIK1T,14422.95,2026-08-27,RAZORPAY SETTLEMENT setl_623,REF_HE0ZK79A
UTRWBFGKNP9,13852.28,2026-08-26,RAZORPAY SETTLEMENT setl_624,REF_8VY15G8I
UTRFGKRLWZP,11131.91,2026-08-26,RAZORPAY SETTLEMENT setl_625,REF_5TSQ5RVI
UTRKELTXK7D,16699.13,2026-08-27,RAZORPAY SETTLEMENT setl_626,REF_F5L8VE34
UTRIPYV9KSH,7150.34,2026-08-26,RAZORPAY SETTLEMENT setl_627 PART1,REF_IXJ6XOJT
UTR458RDH13,4766.9,2026-08-27,RAZORPAY SETTLEMENT setl_627 PART2,REF_JTRHDBSO
UTRM6B6IMOZ,12219.36,2026-08-26,RAZORPAY SETTLEMENT setl_628,REF_8E5CQ8N5
UTRUIPJAJH1,13979.34,2026-08-26,RAZORPAY SETTLEMENT setl_629,REF_HBHPUS23
UTRMW11GRVS,13084.05,2026-08-26,RAZORPAY SETTLEMENT setl_630,REF_Q118URKF
UTRB4MZTE2N,9871.57,2026-08-27,RAZORPAY SETTLEMENT setl_631,REF_SID884VU
UTROEX80Z2X,7115.81,2026-08-27,RAZORPAY SETTLEMENT setl_632 PART1,REF_YAKPK3HE
UTR45AAP1RA,4743.88,2026-08-28,RAZORPAY SETTLEMENT setl_632 PART2,REF_OCOMJJ8Q
UTRMNWZVO0C,6582.62,2026-08-26,RAZORPAY SETTLEMENT setl_633,REF_FC3OZP7N
UTRCUZEPTTX,10662.26,2026-08-27,RAZORPAY SETTLEMENT setl_634,REF_O686EZK8
UTR4BSCGUVR,7940.25,2026-08-27,RAZORPAY SETTLEMENT setl_635,REF_P9EXGR93
UTRPNE3PZQB,8515.14,2026-08-27,RAZORPAY SETTLEMENT setl_636,REF_HKM93W88
UTR3I2QUNGM,12254.6,2026-08-26,RAZORPAY SETTLEMENT setl_637,REF_V3P89A42
UTRIXYMRM0Q,7743.16,2026-08-26,RAZORPAY SETTLEMENT setl_638 PART1,REF_WDN8FLMS
